num,char_slug,emotion,text_ko,text_en
350,gagarin,[confident][hesitant][curious],"Поехали! 출발합시다! …아, 아직 전쟁 중인가요?",Poyekhali! Let's go! ...Ah — are we still at war?
351,gagarin,[confident],100년이요? 그러면 제가 처음 우주에 갔을 때가 170년도 더 됐겠네요. 시간은 정말 이상한 것 같아요.,A hundred years? Then it's been over a hundred and seventy since I first went to space. Time really is a strange thing.
352,gagarin,[confident],그래도 우주는 여전히 아름다울 거예요.,"Even so, space must still be beautiful."
353,gagarin,[confident],이순신 제독이시군요! 당신의 한산도 해전을 공부한 적이 있어요. 소형 함선은 내 전문이에요.,You're Admiral Yi Sun-sin! I once studied your Battle of Hansan. Small craft are my specialty.
354,gagarin,[confident],"와, 마르코 폴로 선생까지! 100년 만의 새 동료가 한꺼번에 둘이라니. 소형 함선은 제 전문이에요 — 기대하셔도 좋습니다.","Wow, Marco Polo too! Two new comrades at once after a hundred years. Small craft are my specialty — you can count on me."
355,gagarin,[confident],"사령관이시군요. 100년 만의 첫 동료가 저라니, 영광입니다. 소형 함선은 제 전문이에요 — 어디든 데려다 드리죠.",You're the Commander. To be your first comrade in a hundred years — it's an honor. Small craft are my specialty; I'll take you anywhere.
356,jangyeongsil,[cheerful][hesitant],"거북선을… 만들겠다고? 400년 전 그 배를, 지금 재료로.","Build... the Turtle Ship? That ship from four hundred years ago, with today's materials."
357,jangyeongsil,[cheerful][hesitant],"중수소 배터리 3개. 내 시뮬레이터 연료다. 그걸 가져오면 — 한번, 들어주지.","…Three Deuterium Batteries. Fuel for my simulator. Bring them, and I'll hear you out — once."
358,jangyeongsil,[cheerful][hesitant],거북선 완성에 저항군 반물질이 25개 필요해. 지금 우리한테 있는 건...,Completing the Geobukseon needs 25 units of Resistance Antimatter. What we have right now is...
359,jangyeongsil,[cheerful],저항군 본부 타이탄H에 비축이 있을 거야. 레인저한테 받아야 해.,The Resistance headquarters at Titan H should have a stockpile. We need to get it from the Ranger.
360,jangyeongsil,[cheerful],그래서 왔어요. 거북선을 만들 겁니다. 저항군 반물질 25개와 제작 베이 지원이 필요해요.,That's why we came. We're going to build the Geobukseon. We need 25 units of Resistance Antimatter and the support of a fabrication bay.
361,jangyeongsil,[cheerful][hesitant],"재료 목록, 완성. 400년 전 그분의 설계에, 내 손을 더한다. 거북선, 다시 바다로 나갈 수 있어.","(running a hand over the blueprints) …Materials list, complete. To the design he drew four hundred years ago, I add my own hands. The Geobukseon can sail again."
362,jangyeongsil,[cheerful],"거북선이 완성되는 날, 그 요새의 벽도 무너져요.","The day the Geobukseon is complete, the walls of that fortress fall too."
363,jangyeongsil,[cheerful],데이터 복호기로 해독한 로그 — 아이젠클로가 직접 이 행성 공장을 지휘하고 있어. 생체 병기 핵심 코어를 여기서 찍어내는 중이야.,I decrypted the logs with the data decoder — Eisenklaue is personally directing this planet's factory. They're stamping out the core for their bio-weapon right here.
364,jangyeongsil,[cheerful][hesitant],반란군이라… 이용할 수 있어. 설비를 가동하면 크리그 마그마 코어도 손에 들어오고.,Rebels… we can use that. Get the factory running and the Krieg Magma Core falls into our hands too.
365,jangyeongsil,[cheerful],크리그 마그마 코어 3개만 더 있으면 — 거북선 용골 재료가 완성돼.,Just three more Krieg Magma Cores — and the Geobukseon's keel material is complete.
366,jangyeongsil,[cheerful],은하 혼돈 결정 15개. 그것 없이는 거북선을 못 만들어.,"Fifteen Galactic Chaos Crystals. Without them, we can't build the Geobukseon."
367,jangyeongsil,[cheerful],항법 보조가 안 먹혀. 균열 지도 원석으로 경로를 수동 입력해야 해.,Navigation assist is down. We'll have to enter the route manually using a rift map shard.
368,jangyeongsil,[cheerful],나한테 있어요.,I have them.
369,jangyeongsil,[cheerful],"크리그 마그마 코어 ×8, 저항군 반물질 ×25, 수퍼비아 중력자 ×10, 은하 혼돈 결정 ×15. 전부 확보됐어.","Krieg Magma Core ×8, Resistance Antimatter ×25, Superbia Graviton ×10, Galactic Chaos Crystal ×15. All secured."
370,jangyeongsil,[cheerful],머리를 베어도 꼬리가 남았네. 친위대 잔당이 요새를 붙들고 있어 — 뿌리까지 뽑자.,Cut off the head and the tail still twitches. His praetorian remnants hold the fort — let's pull it out by the roots.
371,jangyeongsil,[cheerful],거북선이 균열을 견딘다. 외피가 잘 버티는군.,The Turtle Ship is holding against the rift. The hull is taking it well.
372,jangyeongsil,[cheerful],거북선 출력 120%. 전류 방어막 — 활성화.,Turtle Ship output at 120%. Electric shield — activated.
373,jangyeongsil,[cheerful],거북선 — 최종 강화 완료. 보이드 방어막 해석 장비 통합. ATT·INT 패시브 +50%로 상향.,Turtle Ship — final upgrade complete. Void-shield decoding gear integrated. ATT and INT passives raised to +50%.
374,jangyeongsil,[cheerful],거북선 노포 — 전 화력 충전 100%. 학익진 일점사 진형 정렬.,Geobukseon ballistae — full firepower charged to 100%. Crane Wing focus-fire formation aligned.
375,jangyeongsil,[cheerful][excited],호위함 전 화력 — 거북선 패시브 +30% 적용!,All escort firepower — Geobukseon passive +30% applied!
376,jangyeongsil,[cheerful],"거북선이 — 끝까지 버텼어. 옛 지구의 그 거북선이, 우주에서도.","The Geobukseon — held to the very end. The turtle ship of old Earth's last war, even out here in space."
377,jangyeongsil,[cheerful],거북선 제작소를 여기 세우겠어요. 지구의 기술자들과 함께.,I'll build a Geobukseon shipyard right here. Together with Earth's engineers.
378,jangyeongsil,[cheerful],총독 경매 낙찰 후 방위군 배치까지 마쳐야 은하계가 안정돼.,Only once the governorship auctions are won and the defense fleets deployed will the galaxy be stable.
379,jangyeongsil,[cheerful],구출? 나를 가두고 있던 놈들이 내 설계도를 빼앗아 갔소. 100년 전에. 그것도 없이 무슨 구출이오.,Rescue? The ones who locked me up stole my blueprints. A hundred years ago. What rescue is there without those?
380,jangyeongsil,[cheerful],내 손으로 직접 완성해야지. 나의 절친이자 거북선의 본 설계자 나대용의 정신을 이을 수 있는 자는 이제 없소.,I'll finish it with my own hands. There's no one left who can carry on the spirit of Na Dae-yong — my dear friend and the true designer of the Turtle Ship.
381,jangyeongsil,[cheerful][excited],다른 사람이 만든 거북선은 안 됩니다. 내 손으로 복원해보겠소!,A Turtle Ship built by anyone else won't do. I'll restore it with my own hands!
382,jangyeongsil,[cheerful],천 년 전에도 나는 이렇게 했소.,"A thousand years ago, I did it just like this."
383,gwanggaeto,[bold][hesitant],당신이 사령관인가. 크리그를 상대로 물러서지 않는다고? …마음에 드는군.,(with a hearty laugh) So you're {commander}. They say you don't back down from Krieg? …I like that.
384,gwanggaeto,[bold],소문은 정확하군. 나는 이 은하 어느 세력에도 무릎 꿇지 않아. 자유 상인이지. 허나 — 크리그 같은 것들과는 거래하지 않는다.,The rumors are accurate. I bow to no power in this galaxy. I am a free merchant. But — I do not trade with the likes of Krieg.
385,gwanggaeto,[bold],"이 행성을 내 손에 넣어 보여라. 경매에서 최고가를 불러, 이 땅을 가질 자격을 증명해. 그러면 당신과 함께 가지. 정복할 가치가 있는 상대인지 — 내 눈으로 보겠다.",Take this planet into your hands and show me. Place the highest bid at the auction — prove you've earned this land. Then I'll ride with you. I'll judge with my own eyes whether you're an opponent worth conquering beside.
386,gwanggaeto,[bold],우르사 메이저 — 진짜 보스다. 직접 잡아야 끝난다.,Ursa Major — the true boss. It ends only when we take it down ourselves.
387,gwanggaeto,[bold],저기 — 빛이 새어 나온다.,There — light is leaking through.
388,gwanggaeto,[bold],저 요새를 내 눈으로 무너뜨리는 날이 왔군.,The day has come to tear down that fortress with my own eyes.
389,gwanggaeto,[bold],정복은 — 손이 떨릴 때 멈춰야 한다. 지금 우리 손은 — 떨리지 않는다.,Conquest — must stop when the hand begins to tremble. Right now our hands — do not tremble.
390,gwanggaeto,[bold],정복할 시간이다.,It is time to conquer.
391,gwanggaeto,[bold],우익 — 정리 완료. 호위 친위대 잔존 0.,Right flank — cleared. Escort praetorians remaining: zero.
392,gwanggaeto,[bold][excited],정복의 깃발 — 마지막 일격!,Banner of conquest — the final strike!
393,gwanggaeto,[bold],우리가 새 땅을 열었다. 정복이 아닌 — 해방으로.,We have opened a new land. Not through conquest — but through liberation.
394,gwanggaeto,[bold],정복은 끝. 이제는 — 함께 일구는 시간이다.,"Conquest is over. Now — it is time to build, together."
395,gwanggaeto,[bold],"1,700년. 내 땅이 다시 내 손에 돌아왔구나.",Seventeen hundred years. My land has returned to my hands at last.
396,gwanggaeto,[bold],사령관이라 했소? 내 땅을 되찾아준 자가 나타나기를 기다렸소. 무엇을 원하오.,"Commander, was it? I waited for one who would reclaim my land. Tell me what you wish."
397,gwanggaeto,[bold],고구려 정복자가 지구를 정복당한 채 두겠느냐. 내가 선봉에 선다.,Would a conqueror of Goguryeo leave Earth conquered? I'll take the vanguard.
398,gwanggaeto,[bold],"사령관, 최종 명령권은 그대에게 있소.","Commander, the final command is yours."
399,tesla,[manic],"크리그가 이순신 장군을 '죽이지 않고' 봉인한 이유 — 그게 핵심이야. 수백 년 전, 치크스와 우르사 메이저가 지구를 봉쇄하고 아이젠클로가 항로를 집어삼킬 때, 끝까지 굽히지 않은 단 한 사람. 아이젠클로는 그 전술을 통째로 뽑아내 크리그 방어 알고리즘에 박아 넣었어. 말 그대로 '살아있는 방패'지. 그런데 — 방패의 원본이 깨어나 움직이면? 알고리즘이 제 꼬리를 물고 무너질 수도 있어.","The reason Krieg sealed General Yi Sun-sin away instead of killing him — that's the whole point. Centuries ago, when the Chiks and Ursa Major blockaded Earth and Eisenklaue swallowed the space lanes, he was the one man who never bent. Eisenklaue ripped his tactics out whole and bolted them into the Krieg defense algorithm. A living shield, literally. (eyes gleaming) But — what happens when the original of that shield wakes and moves? The algorithm could eat its own tail and collapse."
400,tesla,[manic],바로 그거야. 그래서 크리그는 죽어도 못 놓지.,"Exactly that. Which is why Krieg will never, ever let him go."
401,tesla,[manic][hesitant],생체 병기 도면은 LHS에서 태워버렸어. …하지만 백업이 어딘가 살아 있을 거야. 방심은 금물.,I burned the bio-weapon designs at LHS. …But a backup is surely still alive somewhere. No room for complacency.
402,tesla,[manic],제타 레티쿨리 전에 캅테인 균열을 거쳐야 해. 거기 아인슈타인이 있어 — 우르사의 보이드 방어막을 풀 열쇠야.,Before Zeta Reticuli we must pass the Kapteyn rift. Einstein is there — the key to unlocking Ursa's Void shield.
403,tesla,[manic],아인슈타인 박사가 이 안에 있어. 보이드 안정화 이론을 실증하려고 단신으로 들어갔지.,Dr. Einstein is in there. He went in alone to prove his Void stabilization theory.
404,tesla,[manic],그게 그의 방식이지. 이론을 몸으로 증명하는 거.,That's his way. Proving a theory with his own body.
405,tesla,[manic],박사님 — 100년 만에 다시 같이 일하는군요.,(smiling) Doctor — working together again after a hundred years.
406,tesla,[manic],에너지 만충. 거북선 추진 코어 100%.,Energy fully charged. Turtle Ship propulsion core at 100%.
407,tesla,[manic],100년 전 너희가 균열에 던진 노학자 — 그의 이론이다.,(smiling) The old scholar you threw into the rift a hundred years ago — it's his theory.
408,tesla,[manic][excited],테슬라 초공간 — ATT ×5 발동!,Tesla Hyperspace — ATT ×5 engaged!
409,tesla,[manic],다음엔 무선 전력으로 지구 전체를 깔자.,"(smiling) Next, let's blanket the whole Earth in wireless power."
410,tesla,[manic],무선 전력망 재건. 100년 만에 다시 깔 거야.,Rebuilding the wireless power grid. We'll lay it down again after a hundred years.
411,tesla,[manic][excited],들어오지 마세요! 지금 정밀 조정 중이에요!,Don't come in! I'm in the middle of fine calibration!
412,tesla,[manic][hesitant],"진짜요? 확인해볼게요. 데이터 스캔. …맞네요. 정확히 100,247 크레딧. 좋습니다.",Really? Let me check. Scanning the data. ...Right. Exactly one hundred thousand two hundred forty-seven credits. Good.
413,tesla,[manic][excited],완성이에요! 100년 만에 완성! 이제 갈 수 있어요!,It's finished! Finished after a hundred years! Now we can go!
414,nelson,[proud][weak][hesitant],"옛 지구였지. 마지막으로 본 것은, 그 대해전의 안개였소.",It was old Earth. The last thing I saw was the fog of that great sea battle.
415,nelson,[proud][hesitant],"동방의 거북선 제독… 이름은 들었소. 솔직히, 한 수 위라 인정한 유일한 이름이지. 같은 바다의 영웅을 우주에서 만나다니.","The turtle-ship admiral of the East… I have heard the name. Truth be told, the only name I ever conceded was the better. To meet a hero of the same sea, here among the stars."
416,nelson,[proud],그 마지막 대해전의 바람을 다시 맞을 줄은 몰랐소. 그대들의 함대에 함께 하지 — 마지막 일전이 어디든.,I never thought I'd feel the winds of that last sea-battle again. I'll stand with your fleet — wherever this final fight may be.
417,nelson,[proud],"옛 지구 최후의 대해전 — 그때 우리가 거둔 마지막 승리. 오늘, 다시 우리가 거둔다.","Old Earth's last great sea-battle — the victory we won then. Today, we win it again."
418,nelson,[proud],"그대의 거북선 — 옛 지구 최후의 대해전, 그 빅토리와 어깨를 나란히 하오.",(to Yi Sun-sin) Your Geobukseon — stands shoulder to shoulder with the Victory of old Earth's last great sea-battle.
419,nelson,[proud][hesitant][curious],이순신. 설마 당신이오?,Yi Sun-sin. Could it really be you?
420,nelson,[proud][hesitant],"200년의 시차, 두 대륙의 거리… 그것을 이 손바닥이 메우는구려.","Two centuries apart, two continents between us... and this palm bridges it all."
421,nelson,[proud],"England expects— 아니. 이제는 지구가 기대한다. 합시다, 사령관.","England expects— no. Now Earth expects. Let us begin, Commander."
422,einstein,[thoughtful],반갑소. 이 균열 안에서 백 년을 기다렸지. 시공은 상대적이니 — 나에게는 그리 길지 않았소.,Well met. I have waited a hundred years inside this rift. But spacetime is relative — to me it was not so long.
423,einstein,[thoughtful],우르사의 보이드 방어막 — 일정 주파수에서 공명을 일으키면 0.3초만에 풀리오. 내가 계산을 해주지.,Ursa's Void shield — strike it at the right frequency and it resonates loose in 0.3 seconds. I will run the calculations for you.
424,einstein,[thoughtful],테슬라. 자네의 무선 전력은 결국 옳았어. 시간이 증명했지.,Tesla. Your wireless power was right all along. Time has proven it.
425,einstein,[thoughtful],시공 보정 알고리즘 — 전 함대에 적용 완료. 명중률 +20%. 우르사의 회피 패턴까지 예측 가능.,Spacetime-correction algorithm — applied across the whole fleet. Accuracy +20%. We can even predict Ursa's evasion patterns.
426,einstein,[thoughtful],시공 안정. 보이드 방어막 해석 장비 — 활성화 가능 상태.,Spacetime stable. The Void barrier analysis array — ready for activation.
427,einstein,[thoughtful],그 알고리즘 — 이순신 장군의 전술이 거꾸로 너의 허점을 가리킨다. 봉인이 풀리면 — 방패가 칼이 되지.,That algorithm — General Yi's tactics now point straight back at your blind spots. Once the seal breaks — the shield becomes the sword.
428,einstein,[thoughtful],4.7GHz 공명파 — 충전 100%. 발사 명령 대기.,4.7GHz resonance wave — charge at 100%. Awaiting the order to fire.
429,einstein,[thoughtful],시공 결정체 보정 — 적용. 보이드 방어막 공명 주파수 락온.,Spacetime crystal calibration — applied. Void barrier resonance frequency locked on.
430,einstein,[thoughtful],가능했지. 100년 동안 균열 안에서 — 자네들 모르게 결정체를 길러왔거든.,It was possible. For a hundred years inside the rift — I cultivated the crystals without you ever knowing.
431,einstein,[thoughtful][excited],4.7GHz 공명파 — 발사!,4.7GHz resonance wave — firing!
432,einstein,[thoughtful],시공이 풀렸군. 균열이 닫히고 있어. 자연 상태로 — 돌아간다.,(quietly) Spacetime has come undone. The rift is closing. Returning — to its natural state.
433,einstein,[thoughtful],우주는 상대적이지만 — 고향은 절대적이군.,(smiling) The universe is relative — but home is absolute.
434,einstein,[thoughtful],당신이 왔군요. 예상했습니다.,So you've come. I expected it.
435,einstein,[thoughtful],"나는 100년 전에 이 순간을 계산했습니다. 당신이 이 좌표에 올 것을, 그 시각까지. 오차 범위 0.3%.","A hundred years ago I calculated this moment. That you would come to these coordinates, down to the very hour. Margin of error, zero point three percent."
436,einstein,[thoughtful],그리고 백구. 이휘소 박사와 내가 설계했습니다. 역시간 전송 방정식으로.,And Baekgu. Dr. Lee Hwi-so and I designed it — with a reverse-time transmission equation.
437,einstein,[thoughtful],"치크스도 찾지 못할 위치, 글리제 균열의 간섭을 받는 프록시마B. 사령관의 각성 지점이었습니다.","A spot even the Chiks couldn't find: Proxima B, disturbed by the Gliese rift. Your awakening point, Commander."
438,einstein,[thoughtful],당신이 유일하게 이 두 가지를 동시에 가졌기 때문입니다. 분노와 자비.,"Because you alone held both at once. Wrath, and mercy."
439,einstein,[thoughtful],"치크스를 쓰러뜨릴 분노, 그리고 치크스를 이해할 자비. 분노만 있으면 또 다른 우르사 메이저를 만들 뿐이에요.","The wrath to bring down the Chiks, and the mercy to understand them. Wrath alone only creates another Ursa Major."
440,leehwiso,[gentle],누구시오? 이 좌표를 아는 사람이 있다니.,Who are you? I can't believe anyone knows these coordinates.
441,leehwiso,[gentle][hesitant],방정식이 완성됐소. 보이드 에너지와 반물질을 결합하면 — 지금껏 이 우주에 없던 무기 에너지가 나와.,...The equation is complete. Combine Void energy with antimatter and you get a weapon energy this universe has never seen.
442,leehwiso,[gentle][hesitant],거북선에 그 에너지를 실을 수 있소? 도면이 있다면...,Can the Geobukseon carry that energy? If you have the blueprints...
443,leehwiso,[gentle][hesitant],"여기가 어디요. 나는 이휘소요, 입자물리학자였소. 100년을 잤다니...","Where is this? I'm Lee Hwi-so, I was a particle physicist. A hundred years asleep...?"
444,leehwiso,[gentle][hesitant],보이드 행성들은... 뭔가 다를 거야. 우르사 메이저 아래에 있던 행성들이니까.,"The Void planets are... going to be different somehow. They were the worlds that lay beneath Ursa Major, after all."
445,ursamajor,[menacing][hesitant],인류의 작은 함대가 마침내 여기까지 왔는가. 100년의 침묵을 깨고.,... So humanity's little fleet has finally come this far. Breaking a century of silence.
446,ursamajor,[menacing],"100년 전, 나는 너희 별을 봉인했다. 너희 종족의 침묵은 영원할 줄 알았지. 그러나 — 한 캡슐이 다시 깨어났구나.","A hundred years ago, I sealed your star. I believed your species' silence would be eternal. And yet — one capsule has awoken again."
447,ursamajor,[menacing],이순신. 너의 전술 데이터는 내 방어 알고리즘의 핵심이었다. 너를 봉인한 것은 — 가장 강한 무기를 빼앗기 위함이었다.,Yi Sun-sin. Your tactical data was the heart of my defensive algorithm. I sealed you — to strip away the strongest weapon.
448,ursamajor,[menacing][hesitant],아인슈타인까지... 100년 전 균열에 던져버렸던 노학자가 살아있었다니. 흥미롭군.,"Einstein, too... The old scholar I cast into the rift a century ago, still alive. How intriguing."
449,ursamajor,[menacing],아이젠클로. 너의 임무는 봉쇄였다. 그러나 너는 봉쇄에 실패했다. 변명은 — 받지 않는다.,Eisenklaue. Your duty was the blockade. And you failed the blockade. Excuses — I do not accept.
450,ursamajor,[menacing][hesitant],호위가 무너졌다. 그러나 나의 본체 방어막은 그 어떤 무기로도 뚫지 못한다. 너희가 가진 것은 — 무엇이냐.,... My escort has fallen. But my core barrier cannot be pierced by any weapon. What is it — that you possess?
451,ursamajor,[menacing][hesitant],그것은... 시공 공명? 불가능하다. 자연 결정체로는...,"(shaken for the first time) That is... spacetime resonance? Impossible. With natural crystals, you cannot..."
452,ursamajor,[menacing][hesitant],인류... 너희가... 다시... 일어났구나... 봉쇄는... 영원할 수 없었던... 가...,(signal fading) Humanity... you... have risen... again... The blockade... could never... have been... eternal...
453,eisenklau,[stern],"기어이 여기까지 기어왔군, 벌레들. 페스작센 — 내 단조로의 심장이다. 우르사 메이저께서 내리신 봉쇄, 그 쇠사슬의 마지막 고리지. 여기서 네놈들을 녹여, 다시 강철로 벼려주마.","So you crawled all the way here, vermin. Fessachsen — the heart of my forge. The blockade Lord Ursa Major decreed, the last link in that chain. Here I'll melt you down and forge you back into steel."
454,eisenklau,[stern][angry][hesitant],"이순신?! 그 잠든 칼을 누가 깨웠나! …상관없다. 크리그 전 함대, 전열 정비! 저 낡은 거북 껍데기를 — 갈아 부숴라!","Yi Sun-sin?! Who woke that sleeping blade?! ...No matter. All Krieg ships, form ranks! That old turtle shell — grind it to dust!"
455,eisenklau,[stern][hesitant],아니야. 보이드 군주의 의지는 — 나 하나가 아니야. 우르사 메이저는 그분의 손발 중 하나에 불과해.,...No. The will of the Void Lord — it is not me alone. Ursa Major is merely one of his hands and feet.
456,eisenklau,[stern],우르사 님. 인간들이 거북선이라는 것을 만들었습니다. 거기 — 이순신의 전술 데이터가 적용된 강화 함선입니다.,Lord Ursa. The humans have built something they call the Geobukseon. A reinforced warship — running Yi Sun-sin's tactical data.
457,eisenklau,[stern][angry][hesitant],인간 따위가... 친위대 알파부터 엡실론까지! 전열 정비! 일점사 — 거북선!,"(grinding his teeth) Mere humans... Praetorians, Alpha through Epsilon! Form ranks! Concentrate all fire — on the Geobukseon!"
458,wolfelder,[weary][trembling][hesitant],"당신 눈빛, 그 사람과 똑같군. 100년 전, 모두가 도망칠 때 혼자 함대를 돌려세운 옛 지구의 한 제독이 있었소. 이걸 맡기며 그랬지 — ""언젠가 알아볼 사람이 온다""고.","Your eyes — they're just like his. A hundred years ago, when everyone fled, there was an admiral of old Earth who turned his fleet around alone. He left me this, and said — 'Someday, the one who recognizes it will come.'"
459,wolfelder,[weary],그건 나도 모르오. 허나 나머지 도면을 따라가면 — 그를 만나게 될 거요.,"That, even I don't know. But follow the rest of the schematic — and you'll meet him."
460,aori,[gruff],프록시마B에서? 그 차가운 궤도에서 살아 돌아온 사람은 네가 처음이야. 다들 거기서 잊혀지는데.,From Proxima B? You're the first to come back alive from that cold orbit. Everyone else just gets forgotten out there.
461,aori,[gruff][curious],허. 뭘 팔 거요?,Huh. So what are you selling?
462,maximoff,[grave][hesitant],"우리 저항군은 지구에서 쫓겨난 사람들이에요. 치크스-우르사 메이저가 지구를 봉쇄하고 크리그가 항로를 장악하기 전, 이순신 장군과 함께 맞서 싸웠던 선조들의 후손이죠. 400년 전 이 방공호를 파고 — 여기서 나고, 여기서 잃었어요. 내 아내도, 두 아이도. 그래서 난 지구를 되찾는 걸 멈출 수 없어요. 그건… 가족을 되찾는 일이니까.","We of the Resistance are the people driven from Earth. Before the Chiks and Ursa Major blockaded Earth and Krieg seized the shipping lanes, our ancestors stood and fought alongside General Yi Sun-sin. We are their descendants. A hundred years ago they dug out this shelter — here we were born, and here we lost. (low) My wife. Both my children. That's why I can't stop trying to take Earth back. Because that… is taking my family back."
463,maximoff,[grave],살아남은 것만으론 부족했어요. 지금 크리그가 보급망에 첩자를 심어 우리 내부를 흔들고 있어요. 믿을 수 있는 동료가 절실해요.,Survival alone wasn't enough. Right now Krieg has planted spies in our supply network and is shaking us from within. We desperately need comrades we can trust.
464,maximoff,[grave],연대의 증표를 먼저. 지구 철광석 — 지구의 땅에서 온 것으로 서약하는 게 우리 전통이에요.,A token of solidarity first. Earth Iron Ore — it's our tradition to swear our oath on something that came from Earth's own soil.
465,maximoff,[grave],"당신들이 직접 왔군요. 코르넬리우스 사건 — 우리도 들었어요. 아이젠클로가 직접 기술을 사들였다면, 위협은 우리 예상보다 깊어요.","So you came in person. The Cornelius affair — we heard about it too. If Eisenklaue bought that technology himself, the threat runs deeper than we feared."
466,maximoff,[grave][hesitant],그렇다면 공식 연대 협약을 먼저 맺어야 합니다. 지구의 방식으로.,…Then we must sign a formal alliance pact first. In Earth's way.
467,maximoff,[grave],크리그가 새 거점을 올리고 있어요. 아이젠클로가 직접 지휘 중이에요.,Krieg is raising a new stronghold. Eisenklaue commands it in person.
468,maximoff,[grave],"제작 베이 준비 완료. 장영실 씨, 시작하시죠.","The construction bay is ready. Jang Yeong-sil, whenever you're ready to begin."
469,maximoff,[grave],페스작센은 끝났습니다. 집행관 아이젠클로 — 격파 확인. 허나 크리그 보급 요새 슈멜츠가 아직 숨 쉬고 있어요.,Fessachsen is finished — the enforcer Eisenklaue is confirmed destroyed. But the Krieg supply fort Schmelz is still breathing.
470,maximoff,[grave],사령관. 지구가 — 100년 만에 — 다시 열렸어요. 의회가 당신을 기다리고 있습니다.,Commander. Earth has — after a hundred years — opened again. The Council is waiting for you.
471,maximoff,[grave],아이젠클로의 친필 항복서 — 의회에 헌정합니다. 100년 봉쇄의 종결 — 공식 선포.,Eisenklaue's hand-written surrender — dedicated to the Council. The end of the century-long blockade — officially declared.
472,maximoff,[grave],결의안 채택 완료. 프록시마B부터 글리제 균열까지 — 가 전 은하계 행성 총독권을 경매로 인수한다.,The resolution has passed. From Proxima B to the Gliese Rift — {company} acquires governorship of every planet in the galaxy by auction.
473,navai,[flat][hesitant],"아우레우스 정보 칩 해독 시도 — 실패. 치크스 변조 주파수 감지. 현재 장비로는 불가. …기록: 이 암호, 데이터로만 본 적 있음. 실물은, 처음.","Aureus data-chip decryption attempt — failed. Chiks scrambling frequency detected. Impossible with current equipment. …Log: this cipher, I have only ever seen as data. The real thing — a first."
474,navai,[flat],지구 진입. 봉쇄 해제 — 자유 항해 모드 활성화. 100년 만의 첫 인류 함대 착륙.,Entering Earth. Blockade lifted — free-navigation mode active. First human fleet landing in a hundred years.
475,chiks,[cold],이곳은 치크스 관할 공역. 허가 없는 외래종의 통행은 — 적대 행위로 간주한다.,This is Chiks-controlled airspace. Passage by unsanctioned outsiders — is treated as a hostile act.
476,volcan,[gruff],"그뿐만이 아니다 — 마그마 코어 비축고도 통째로. 당신들이 뭘 만들든, 필요하면 가져가라.","And more than that — the whole magma core stockpile. I don't know what you're building, but take it if you need it."
477,borg,[neutral],어이 거기 함대. 이 항로는 내 구역이야. 통행료 ₡만 내놓으면 곱게 보내주지.,"Hey, fleet! This route is my turf. Pay a toll of ₡{X} and I'll let you pass."
478,karim,[neutral],"오, 함선들 좋은데? 흠집 내기 싫으면 ₡만 내. 사업은 사업이니까.","Oh, nice ships. If you don't want scratches, pay ₡{X}. Business is business."
479,krash,[neutral],인간 주제에 감히 여기까지. 목숨값으로 ₡를 바쳐라. 그럼 오늘은 살려두마.,Humans daring to come this far. Pay ₡{X} for your lives — I'll spare you today.
480,veil,[neutral],"네 목에 걸린 현상금보다 ₡가 싸게 먹히겠지? 자, 선택해.","₡{X} is cheaper than the bounty on your head, isn't it? Choose."
481,dorga,[neutral][hesitant],함선이 아깝지 않냐? ₡ 내면 못 본 척 해주마. 거절하면… 후회할걸.,Don't you care about your ships? Pay ₡{X} and I look away. Refuse... you'll regret it.
482,etc,[neutral],당신들이 저항군과 함께 싸운다는 그 로군. 우리 '스파크'는 크리그 공장 노동자들의 자유 민병대다. 요새 안에 내 동료들이 갇혀 있어.,당신들이 저항군과 함께 싸운다는 그 로군. 우리 '스파크'는 크리그 공장 노동자들의 자유 민병대다. 요새 안에 내 동료들이 갇혀 있어.
483,etc,[neutral],⚠ 워프 신호 확인. 우르사 메이저 본체 + 친위대 15척 + 치크스 정찰대 14척. 총 30기.,⚠ Warp signatures confirmed. Ursa Major core + 15 praetorian ships + 14 Chiks scouts. Thirty hostiles total.
484,etc,[neutral],⚠ 우르사 메이저 보이드 방어막 — 0.3초 윈도우 확인. 일점사 가능.,⚠ Ursa Major Void barrier — 0.3-second window confirmed. Focus-fire viable.
485,etc,[neutral],우르사 메이저 격파 확인. 아이젠클로 사령관 함선 동시 파괴. 적 함대 — 잔존 0. 보이드 균열 — 폐쇄 중.,Ursa Major destruction confirmed. Commander Eisenklaue's ship destroyed simultaneously. Enemy fleet — zero remaining. Void rift — closing.
486,etc,[neutral],사령관. I do not fight unnecessary battles. Only wars I can win.,사령관. I do not fight unnecessary battles. Only wars I can win.
487,etc,[neutral],사령관. So I am the first comrade in a hundred years — what an honor. Small craft are my specialty — I'll take you anywhere.,사령관. So I am the first comrade in a hundred years — what an honor. Small craft are my specialty — I'll take you anywhere.
488,etc,[neutral],"England expects— no. Now Earth expects. Let us begin, 사령관.","England expects— no. Now Earth expects. Let us begin, 사령관."
489,etc,[neutral],"A location even the Cheeks could not find — Proxima B, perturbed by the 글리제 균열 Rift. 사령관's awakening point.","A location even the Cheeks could not find — Proxima B, perturbed by the 글리제 균열 Rift. 사령관's awakening point."
