num,character,char_slug,emotion,text,input_text,filename
294,마르코 폴로,marcopolo,,조용히 스며드는 거? …그건 내 전공이지.,조용히 스며드는 거? …그건 내 전공이지.,marcopolo_021.mp3
295,마르코 폴로,marcopolo,,오그렌이 말한 내부 고발자 — '닥터 에바'. 글리제에 있어. 접촉하면 물증을 넘겨준다고 했어.,오그렌이 말한 내부 고발자 — '닥터 에바'. 글리제에 있어. 접촉하면 물증을 넘겨준다고 했어.,marcopolo_022.mp3
296,마르코 폴로,marcopolo,,저 배… 본 적 있어. 은하 경매 시장에서 늘 최고가를 부르는 자유 상인이야. 한 번도 진 적이 없다더군.,저 배… 본 적 있어. 은하 경매 시장에서 늘 최고가를 부르는 자유 상인이야. 한 번도 진 적이 없다더군.,marcopolo_023.mp3
297,마르코 폴로,marcopolo,,'장영실 이쩜영'이라고 불려. 기어월드에서 전설이지.,'장영실 이쩜영'이라고 불려. 기어월드에서 전설이지.,marcopolo_024.mp3
298,마르코 폴로,marcopolo,,최대해봐야 팔~열 개.,최대해봐야 팔~열 개.,marcopolo_025.mp3
299,마르코 폴로,marcopolo,,잠깐. 크리그 내부 정보망이 잡혔어 — 공장 노동자들 사이에 반란 기미가 있대.,잠깐. 크리그 내부 정보망이 잡혔어 — 공장 노동자들 사이에 반란 기미가 있대.,marcopolo_026.mp3
300,마르코 폴로,marcopolo,,"거래가 되겠군. 우리가 카토닉에서 당신 동료를 빼내고, 당신들은 크리그 내부 항로 정보를 준다.","거래가 되겠군. 우리가 카토닉에서 당신 동료를 빼내고, 당신들은 크리그 내부 항로 정보를 준다.",marcopolo_027.mp3
301,마르코 폴로,marcopolo,,볼칸이 내부 노선을 줬어. 비축고는 삼층 심층부야.,볼칸이 내부 노선을 줬어. 비축고는 삼층 심층부야.,marcopolo_028.mp3
302,마르코 폴로,marcopolo,,수퍼비아는 외교가 전부야. 상인 의회가 이 행성을 쥐고 있지. 들어가려면 격식부터 갖춰야 해.,수퍼비아는 외교가 전부야. 상인 의회가 이 행성을 쥐고 있지. 들어가려면 격식부터 갖춰야 해.,marcopolo_029.mp3
303,마르코 폴로,marcopolo,,그건 내 무대지. 수퍼비아 상인 의회랑은 전에도 거래해봤거든 — 귀족 향수 한 병이면 회의실 문은 열려. 맡겨둬.,그건 내 무대지. 수퍼비아 상인 의회랑은 전에도 거래해봤거든 — 귀족 향수 한 병이면 회의실 문은 열려. 맡겨둬.,marcopolo_030.mp3
304,마르코 폴로,marcopolo,,"보이드 공간은 물리 법칙부터 달라. 시간이 늘어지고, 공간이 접혀. 함선 항법이 통째로 먹통이 될 수도 있어.","보이드 공간은 물리 법칙부터 달라. 시간이 늘어지고, 공간이 접혀. 함선 항법이 통째로 먹통이 될 수도 있어.",marcopolo_031.mp3
305,마르코 폴로,marcopolo,,균열 지도 원석이라… 보이드 행성에서만 나오는 건데. 운 좋게 외곽에서 몇 개 챙겨놨지.,균열 지도 원석이라… 보이드 행성에서만 나오는 건데. 운 좋게 외곽에서 몇 개 챙겨놨지.,marcopolo_032.mp3
306,마르코 폴로,marcopolo,,저 배... 수퍼비아 주점에서 들은 그 연구선이야.,저 배... 수퍼비아 주점에서 들은 그 연구선이야.,marcopolo_033.mp3
307,마르코 폴로,marcopolo,,"백구 녀석 꼬리 봐 — 저렇게 흔드는 건, 좋은 징조라는 뜻이지.","백구 녀석 꼬리 봐 — 저렇게 흔드는 건, 좋은 징조라는 뜻이지.",marcopolo_034.mp3
308,마르코 폴로,marcopolo,,전설의 제독 넬슨 — 옛 지구 최후의 대해전에서 스러진 자야. 그런데 우주에 빅토리가? 이건 — 우주 보존 캡슐이군.,전설의 제독 넬슨 — 옛 지구 최후의 대해전에서 스러진 자야. 그런데 우주에 빅토리가? 이건 — 우주 보존 캡슐이군.,marcopolo_035.mp3
309,마르코 폴로,marcopolo,,아이젠클로 데이터에 좌표 하나 — 제타 레티쿨리. 우르사 메이저 본거지야.,아이젠클로 데이터에 좌표 하나 — 제타 레티쿨리. 우르사 메이저 본거지야.,marcopolo_036.mp3
310,마르코 폴로,marcopolo,,레인저의 신호가 왔어. 저항군 전 함대 — 전투 준비 완료.,레인저의 신호가 왔어. 저항군 전 함대 — 전투 준비 완료.,marcopolo_037.mp3
311,마르코 폴로,marcopolo,,정보는 다 모았어. 더 살펴볼 게 없어. 이제 — 싸움이야.,정보는 다 모았어. 더 살펴볼 게 없어. 이제 — 싸움이야.,marcopolo_038.mp3
312,마르코 폴로,marcopolo,,적 후위 통신 — 차단 완료. 지원 워프 차단했어.,적 후위 통신 — 차단 완료. 지원 워프 차단했어.,marcopolo_039.mp3
313,마르코 폴로,marcopolo,,우리가 진짜 해냈어.,우리가 진짜 해냈어.,marcopolo_040.mp3
314,마르코 폴로,marcopolo,,다음 모험은 — 어디로?,다음 모험은 — 어디로?,marcopolo_041.mp3
315,마르코 폴로,marcopolo,,허허. 백 년을 기다렸소. 이런 통쾌한 광경을.,허허. 백 년을 기다렸소. 이런 통쾌한 광경을.,marcopolo_042.mp3
316,마르코 폴로,marcopolo,,마르코 폴로요. 제네시스 프로토콜의 마르코 폴로.,마르코 폴로요. 제네시스 프로토콜의 마르코 폴로.,marcopolo_043.mp3
317,마르코 폴로,marcopolo,,"치크스가 날 붙잡아 놓더니만, 이 함선의 무역 경로 데이터를 빼내려고 했소. 물론 안 줬지요. 나는 거래를 강요당한 적이 없소.","치크스가 날 붙잡아 놓더니만, 이 함선의 무역 경로 데이터를 빼내려고 했소. 물론 안 줬지요. 나는 거래를 강요당한 적이 없소.",marcopolo_044.mp3
318,마르코 폴로,marcopolo,,"제독께서 알아봐주시는구먼. 자, 이제 거래합시다. 내가 가진 모든 항로 정보와 무역 네트워크를 드리겠소.","제독께서 알아봐주시는구먼. 자, 이제 거래합시다. 내가 가진 모든 항로 정보와 무역 네트워크를 드리겠소.",marcopolo_045.mp3
319,마르코 폴로,marcopolo,,"사령관 양반, 이 함선의 주인이오? 마음에 드는 눈을 가졌소. 자, 이제 거래합시다. 내가 가진 모든 항로 정보와 무역 네트워크를 드리겠소.","사령관 양반, 이 함선의 주인이오? 마음에 드는 눈을 가졌소. 자, 이제 거래합시다. 내가 가진 모든 항로 정보와 무역 네트워크를 드리겠소.",marcopolo_046.mp3
320,마르코 폴로,marcopolo,,대신 지구까지 데려다 주시오.,대신 지구까지 데려다 주시오.,marcopolo_047.mp3
321,유리 가가린,gagarin,,칩 돌려줘서 고맙다. 보답으로 같이 가주지 — 어차피 이 근방에 나보다 잘 나는 녀석도 없으니까.,칩 돌려줘서 고맙다. 보답으로 같이 가주지 — 어차피 이 근방에 나보다 잘 나는 녀석도 없으니까.,gagarin_001.mp3
322,유리 가가린,gagarin,,"넥서스 프라임 LHS 광산 쪽, 아주 오래된 통신 패턴이 잡혀. 백 년은 묵었고 — 이순신, 그 이름과 엮여 있어.","넥서스 프라임 LHS 광산 쪽, 아주 오래된 통신 패턴이 잡혀. 백 년은 묵었고 — 이순신, 그 이름과 엮여 있어.",gagarin_002.mp3
323,유리 가가린,gagarin,,"덤으로, 데이터 안에 외피 도면도 있더군. 가시 돌기 구조 — 너희 골격 단편이랑 딱 맞아.","덤으로, 데이터 안에 외피 도면도 있더군. 가시 돌기 구조 — 너희 골격 단편이랑 딱 맞아.",gagarin_003.mp3
324,유리 가가린,gagarin,,신호는 더 깊은 곳이야. 근데… 크리그 해적단 표식이 보여.,신호는 더 깊은 곳이야. 근데… 크리그 해적단 표식이 보여.,gagarin_004.mp3
325,유리 가가린,gagarin,,여기야. 이 안테나가 백 년간 이순신 신호를 중계해온 거지.,여기야. 이 안테나가 백 년간 이순신 신호를 중계해온 거지.,gagarin_005.mp3
326,유리 가가린,gagarin,,"서두르자. 좌표만 따면, 다음 행선지가 정해져.","서두르자. 좌표만 따면, 다음 행선지가 정해져.",gagarin_006.mp3
327,유리 가가린,gagarin,,"그래도 이순신이 거기 있어. 크리그를 멈출 열쇠도, 거기 있고.","그래도 이순신이 거기 있어. 크리그를 멈출 열쇠도, 거기 있고.",gagarin_007.mp3
328,유리 가가린,gagarin,,"이 항로 — 옛 지구 시절, 한 우주국이 비밀 분류해 둔 경로야. 지금은 크리그가 쓰고 있어. 메카니카 부품이 글리제 사백삼십육 분지 교역소에서 크리그로 넘어가. 에이전트 코드명 '오르크'.","이 항로 — 옛 지구 시절, 한 우주국이 비밀 분류해 둔 경로야. 지금은 크리그가 쓰고 있어. 메카니카 부품이 글리제 사백삼십육 분지 교역소에서 크리그로 넘어가. 에이전트 코드명 '오르크'.",gagarin_008.mp3
329,유리 가가린,gagarin,,저 교역소 — 공식 목록에 없는 화물이 계속 들어와. 에이전트 '오르크'가 여기 담당이야.,저 교역소 — 공식 목록에 없는 화물이 계속 들어와. 에이전트 '오르크'가 여기 담당이야.,gagarin_009.mp3
330,유리 가가린,gagarin,,테슬라가 납치됐어. 메카니카 최고 설계자 — 크리그가 억지로 생체 병기를 설계하게 만들고 있어.,테슬라가 납치됐어. 메카니카 최고 설계자 — 크리그가 억지로 생체 병기를 설계하게 만들고 있어.,gagarin_010.mp3
331,유리 가가린,gagarin,,저 컨베이어 동선이 이상해. 크리스탈 일부가 지하로 내려가고 있어. 광산 창고치고 루트가 너무 깊어.,저 컨베이어 동선이 이상해. 크리스탈 일부가 지하로 내려가고 있어. 광산 창고치고 루트가 너무 깊어.,gagarin_011.mp3
332,유리 가가린,gagarin,,그분을 꺼내면… 크리그 방어의 약점을 우리가 손에 쥐는 거군.,그분을 꺼내면… 크리그 방어의 약점을 우리가 손에 쥐는 거군.,gagarin_012.mp3
333,유리 가가린,gagarin,,"지하 감옥으로 드는 길이 있어. 자연 균열대 — 셔틀 한 대 들어갈 폭이야. 좁지만, 가능해.","지하 감옥으로 드는 길이 있어. 자연 균열대 — 셔틀 한 대 들어갈 폭이야. 좁지만, 가능해.",gagarin_013.mp3
334,유리 가가린,gagarin,,이제 그 방패의 설계도가 우리 손에 있어. 장군의 전술이 거꾸로 놈들의 급소를 가리켜.,이제 그 방패의 설계도가 우리 손에 있어. 장군의 전술이 거꾸로 놈들의 급소를 가리켜.,gagarin_014.mp3
335,유리 가가린,gagarin,,먼저 조용히 들어가서 확인해야 해. 소란은 금물.,먼저 조용히 들어가서 확인해야 해. 소란은 금물.,gagarin_015.mp3
336,유리 가가린,gagarin,,글리제. 코르넬리우스 본사가 거기야.,글리제. 코르넬리우스 본사가 거기야.,gagarin_016.mp3
337,유리 가가린,gagarin,,설계는 누가 해? 우리 중에 함선 설계자 없잖아.,설계는 누가 해? 우리 중에 함선 설계자 없잖아.,gagarin_017.mp3
338,유리 가가린,gagarin,,지구. …오래 꿈꿨어. 별을 처음 날던 그날부터.,지구. …오래 꿈꿨어. 별을 처음 날던 그날부터.,gagarin_018.mp3
339,유리 가가린,gagarin,,복호기 정보와 일치해. 슈멜츠 — 거기가 다음 목표다.,복호기 정보와 일치해. 슈멜츠 — 거기가 다음 목표다.,gagarin_019.mp3
340,유리 가가린,gagarin,,그리고 동료들도 구출한다. 동시에.,그리고 동료들도 구출한다. 동시에.,gagarin_020.mp3
341,유리 가가린,gagarin,,캅테인b 균열. 보이드 행성 중 가장 접근성이 좋아. 하지만—,캅테인b 균열. 보이드 행성 중 가장 접근성이 좋아. 하지만—,gagarin_021.mp3
342,유리 가가린,gagarin,,게다가 — 이휘소 박사가 그 근처에 있다고 했잖아. 반드시 찾아야 해.,게다가 — 이휘소 박사가 그 근처에 있다고 했잖아. 반드시 찾아야 해.,gagarin_022.mp3
343,유리 가가린,gagarin,,사령실 데이터 회수. 아이젠클로 — 격파 확인. 봉쇄 집행관이 페스작센에서 끝났어.,사령실 데이터 회수. 아이젠클로 — 격파 확인. 봉쇄 집행관이 페스작센에서 끝났어.,gagarin_023.mp3
344,유리 가가린,gagarin,,단신으로? 미친 짓이야.,단신으로? 미친 짓이야.,gagarin_024.mp3
345,유리 가가린,gagarin,,지구가 — 바로 너머야. 우리가 끝내면 — 사람들이 다시 하늘을 본다.,지구가 — 바로 너머야. 우리가 끝내면 — 사람들이 다시 하늘을 본다.,gagarin_025.mp3
346,유리 가가린,gagarin,,"지구가 — 바로 너머야. 사령관, 결단을 내려.","지구가 — 바로 너머야. 사령관, 결단을 내려.",gagarin_026.mp3
347,유리 가가린,gagarin,,좌익도 깨끗하다. 학익진 — 완성.,좌익도 깨끗하다. 학익진 — 완성.,gagarin_027.mp3
348,유리 가가린,gagarin,,지구야. 정말 지구야.,지구야. 정말 지구야.,gagarin_028.mp3
349,유리 가가린,gagarin,,천구백육십일 년 사월 십이 일. 내가 처음 본 지구. 그때 그대로야.,천구백육십일 년 사월 십이 일. 내가 처음 본 지구. 그때 그대로야.,gagarin_029.mp3
350,유리 가가린,gagarin,,"Поехали! 출발합시다! …아, 아직 전쟁 중인가요?","Поехали! 출발합시다! …아, 아직 전쟁 중인가요?",gagarin_030.mp3
351,유리 가가린,gagarin,,백 년이요? 그러면 제가 처음 우주에 갔을 때가 백칠십 년도 더 됐겠네요. 시간은 정말 이상한 것 같아요.,백 년이요? 그러면 제가 처음 우주에 갔을 때가 백칠십 년도 더 됐겠네요. 시간은 정말 이상한 것 같아요.,gagarin_031.mp3
352,유리 가가린,gagarin,,그래도 우주는 여전히 아름다울 거예요.,그래도 우주는 여전히 아름다울 거예요.,gagarin_032.mp3
353,유리 가가린,gagarin,,이순신 제독이시군요! 당신의 한산도 해전을 공부한 적이 있어요. 소형 함선은 내 전문이에요.,이순신 제독이시군요! 당신의 한산도 해전을 공부한 적이 있어요. 소형 함선은 내 전문이에요.,gagarin_033.mp3
354,유리 가가린,gagarin,,"와, 마르코 폴로 선생까지! 백 년 만의 새 동료가 한꺼번에 둘이라니. 소형 함선은 제 전문이에요 — 기대하셔도 좋습니다.","와, 마르코 폴로 선생까지! 백 년 만의 새 동료가 한꺼번에 둘이라니. 소형 함선은 제 전문이에요 — 기대하셔도 좋습니다.",gagarin_034.mp3
355,유리 가가린,gagarin,,"사령관이시군요. 백 년 만의 첫 동료가 저라니, 영광입니다. 소형 함선은 제 전문이에요 — 어디든 데려다 드리죠.","사령관이시군요. 백 년 만의 첫 동료가 저라니, 영광입니다. 소형 함선은 제 전문이에요 — 어디든 데려다 드리죠.",gagarin_035.mp3
356,장영실,jangyeongsil,,"거북선을… 만들겠다고? 사백 년 전 그 배를, 지금 재료로.","거북선을… 만들겠다고? 사백 년 전 그 배를, 지금 재료로.",jangyeongsil_001.mp3
357,장영실,jangyeongsil,,"중수소 배터리 세 개. 내 시뮬레이터 연료다. 그걸 가져오면 — 한번, 들어주지.","중수소 배터리 세 개. 내 시뮬레이터 연료다. 그걸 가져오면 — 한번, 들어주지.",jangyeongsil_002.mp3
358,장영실,jangyeongsil,,거북선 완성에 저항군 반물질이 스물다섯 개 필요해. 지금 우리한테 있는 건...,거북선 완성에 저항군 반물질이 스물다섯 개 필요해. 지금 우리한테 있는 건...,jangyeongsil_003.mp3
359,장영실,jangyeongsil,,저항군 본부 타이탄H에 비축이 있을 거야. 레인저한테 받아야 해.,저항군 본부 타이탄H에 비축이 있을 거야. 레인저한테 받아야 해.,jangyeongsil_004.mp3
360,장영실,jangyeongsil,,그래서 왔어요. 거북선을 만들 겁니다. 저항군 반물질 스물다섯 개와 제작 베이 지원이 필요해요.,그래서 왔어요. 거북선을 만들 겁니다. 저항군 반물질 스물다섯 개와 제작 베이 지원이 필요해요.,jangyeongsil_005.mp3
361,장영실,jangyeongsil,,"재료 목록, 완성. 사백 년 전 그분의 설계에, 내 손을 더한다. 거북선, 다시 바다로 나갈 수 있어.","재료 목록, 완성. 사백 년 전 그분의 설계에, 내 손을 더한다. 거북선, 다시 바다로 나갈 수 있어.",jangyeongsil_006.mp3
362,장영실,jangyeongsil,,"거북선이 완성되는 날, 그 요새의 벽도 무너져요.","거북선이 완성되는 날, 그 요새의 벽도 무너져요.",jangyeongsil_007.mp3
363,장영실,jangyeongsil,,데이터 복호기로 해독한 로그 — 아이젠클로가 직접 이 행성 공장을 지휘하고 있어. 생체 병기 핵심 코어를 여기서 찍어내는 중이야.,데이터 복호기로 해독한 로그 — 아이젠클로가 직접 이 행성 공장을 지휘하고 있어. 생체 병기 핵심 코어를 여기서 찍어내는 중이야.,jangyeongsil_008.mp3
364,장영실,jangyeongsil,,반란군이라… 이용할 수 있어. 설비를 가동하면 크리그 마그마 코어도 손에 들어오고.,반란군이라… 이용할 수 있어. 설비를 가동하면 크리그 마그마 코어도 손에 들어오고.,jangyeongsil_009.mp3
365,장영실,jangyeongsil,,크리그 마그마 코어 세 개만 더 있으면 — 거북선 용골 재료가 완성돼.,크리그 마그마 코어 세 개만 더 있으면 — 거북선 용골 재료가 완성돼.,jangyeongsil_010.mp3
366,장영실,jangyeongsil,,은하 혼돈 결정 열다섯 개. 그것 없이는 거북선을 못 만들어.,은하 혼돈 결정 열다섯 개. 그것 없이는 거북선을 못 만들어.,jangyeongsil_011.mp3
367,장영실,jangyeongsil,,항법 보조가 안 먹혀. 균열 지도 원석으로 경로를 수동 입력해야 해.,항법 보조가 안 먹혀. 균열 지도 원석으로 경로를 수동 입력해야 해.,jangyeongsil_012.mp3
368,장영실,jangyeongsil,,나한테 있어요.,나한테 있어요.,jangyeongsil_013.mp3
369,장영실,jangyeongsil,,"크리그 마그마 코어 ×팔, 저항군 반물질 ×이십오, 수퍼비아 중력자 ×십, 은하 혼돈 결정 ×십오. 전부 확보됐어.","크리그 마그마 코어 ×팔, 저항군 반물질 ×이십오, 수퍼비아 중력자 ×십, 은하 혼돈 결정 ×십오. 전부 확보됐어.",jangyeongsil_014.mp3
370,장영실,jangyeongsil,,머리를 베어도 꼬리가 남았네. 친위대 잔당이 요새를 붙들고 있어 — 뿌리까지 뽑자.,머리를 베어도 꼬리가 남았네. 친위대 잔당이 요새를 붙들고 있어 — 뿌리까지 뽑자.,jangyeongsil_015.mp3
371,장영실,jangyeongsil,,거북선이 균열을 견딘다. 외피가 잘 버티는군.,거북선이 균열을 견딘다. 외피가 잘 버티는군.,jangyeongsil_016.mp3
372,장영실,jangyeongsil,,거북선 출력 백이십 퍼센트. 전류 방어막 — 활성화.,거북선 출력 백이십 퍼센트. 전류 방어막 — 활성화.,jangyeongsil_017.mp3
373,장영실,jangyeongsil,,거북선 — 최종 강화 완료. 보이드 방어막 해석 장비 통합. ATT·INT 패시브 +오십 퍼센트로 상향.,거북선 — 최종 강화 완료. 보이드 방어막 해석 장비 통합. ATT·INT 패시브 +오십 퍼센트로 상향.,jangyeongsil_018.mp3
374,장영실,jangyeongsil,,거북선 노포 — 전 화력 충전 백 퍼센트. 학익진 일점사 진형 정렬.,거북선 노포 — 전 화력 충전 백 퍼센트. 학익진 일점사 진형 정렬.,jangyeongsil_019.mp3
375,장영실,jangyeongsil,,호위함 전 화력 — 거북선 패시브 +삼십 퍼센트 적용!,호위함 전 화력 — 거북선 패시브 +삼십 퍼센트 적용!,jangyeongsil_020.mp3
376,장영실,jangyeongsil,,"거북선이 — 끝까지 버텼어. 옛 지구의 그 거북선이, 우주에서도.","거북선이 — 끝까지 버텼어. 옛 지구의 그 거북선이, 우주에서도.",jangyeongsil_021.mp3
377,장영실,jangyeongsil,,거북선 제작소를 여기 세우겠어요. 지구의 기술자들과 함께.,거북선 제작소를 여기 세우겠어요. 지구의 기술자들과 함께.,jangyeongsil_022.mp3
378,장영실,jangyeongsil,,총독 경매 낙찰 후 방위군 배치까지 마쳐야 은하계가 안정돼.,총독 경매 낙찰 후 방위군 배치까지 마쳐야 은하계가 안정돼.,jangyeongsil_023.mp3
379,장영실,jangyeongsil,,구출? 나를 가두고 있던 놈들이 내 설계도를 빼앗아 갔소. 백 년 전에. 그것도 없이 무슨 구출이오.,구출? 나를 가두고 있던 놈들이 내 설계도를 빼앗아 갔소. 백 년 전에. 그것도 없이 무슨 구출이오.,jangyeongsil_024.mp3
380,장영실,jangyeongsil,,내 손으로 직접 완성해야지. 나의 절친이자 거북선의 본 설계자 나대용의 정신을 이을 수 있는 자는 이제 없소.,내 손으로 직접 완성해야지. 나의 절친이자 거북선의 본 설계자 나대용의 정신을 이을 수 있는 자는 이제 없소.,jangyeongsil_025.mp3
381,장영실,jangyeongsil,,다른 사람이 만든 거북선은 안 됩니다. 내 손으로 복원해보겠소!,다른 사람이 만든 거북선은 안 됩니다. 내 손으로 복원해보겠소!,jangyeongsil_026.mp3
382,장영실,jangyeongsil,,천 년 전에도 나는 이렇게 했소.,천 년 전에도 나는 이렇게 했소.,jangyeongsil_027.mp3
383,광개토대왕,gwanggaeto,,당신이 사령관인가. 크리그를 상대로 물러서지 않는다고? …마음에 드는군.,당신이 사령관인가. 크리그를 상대로 물러서지 않는다고? …마음에 드는군.,gwanggaeto_001.mp3
384,광개토대왕,gwanggaeto,,소문은 정확하군. 나는 이 은하 어느 세력에도 무릎 꿇지 않아. 자유 상인이지. 허나 — 크리그 같은 것들과는 거래하지 않는다.,소문은 정확하군. 나는 이 은하 어느 세력에도 무릎 꿇지 않아. 자유 상인이지. 허나 — 크리그 같은 것들과는 거래하지 않는다.,gwanggaeto_002.mp3
385,광개토대왕,gwanggaeto,,"이 행성을 내 손에 넣어 보여라. 경매에서 최고가를 불러, 이 땅을 가질 자격을 증명해. 그러면 당신과 함께 가지. 정복할 가치가 있는 상대인지 — 내 눈으로 보겠다.","이 행성을 내 손에 넣어 보여라. 경매에서 최고가를 불러, 이 땅을 가질 자격을 증명해. 그러면 당신과 함께 가지. 정복할 가치가 있는 상대인지 — 내 눈으로 보겠다.",gwanggaeto_003.mp3
386,광개토대왕,gwanggaeto,,우르사 메이저 — 진짜 보스다. 직접 잡아야 끝난다.,우르사 메이저 — 진짜 보스다. 직접 잡아야 끝난다.,gwanggaeto_004.mp3
387,광개토대왕,gwanggaeto,,저기 — 빛이 새어 나온다.,저기 — 빛이 새어 나온다.,gwanggaeto_005.mp3
388,광개토대왕,gwanggaeto,,저 요새를 내 눈으로 무너뜨리는 날이 왔군.,저 요새를 내 눈으로 무너뜨리는 날이 왔군.,gwanggaeto_006.mp3
389,광개토대왕,gwanggaeto,,정복은 — 손이 떨릴 때 멈춰야 한다. 지금 우리 손은 — 떨리지 않는다.,정복은 — 손이 떨릴 때 멈춰야 한다. 지금 우리 손은 — 떨리지 않는다.,gwanggaeto_007.mp3
390,광개토대왕,gwanggaeto,,정복할 시간이다.,정복할 시간이다.,gwanggaeto_008.mp3
391,광개토대왕,gwanggaeto,,우익 — 정리 완료. 호위 친위대 잔존 영.,우익 — 정리 완료. 호위 친위대 잔존 영.,gwanggaeto_009.mp3
392,광개토대왕,gwanggaeto,,정복의 깃발 — 마지막 일격!,정복의 깃발 — 마지막 일격!,gwanggaeto_010.mp3
393,광개토대왕,gwanggaeto,,우리가 새 땅을 열었다. 정복이 아닌 — 해방으로.,우리가 새 땅을 열었다. 정복이 아닌 — 해방으로.,gwanggaeto_011.mp3
394,광개토대왕,gwanggaeto,,정복은 끝. 이제는 — 함께 일구는 시간이다.,정복은 끝. 이제는 — 함께 일구는 시간이다.,gwanggaeto_012.mp3
395,광개토대왕,gwanggaeto,,"일,칠백 년. 내 땅이 다시 내 손에 돌아왔구나.","일,칠백 년. 내 땅이 다시 내 손에 돌아왔구나.",gwanggaeto_013.mp3
396,광개토대왕,gwanggaeto,,사령관이라 했소? 내 땅을 되찾아준 자가 나타나기를 기다렸소. 무엇을 원하오.,사령관이라 했소? 내 땅을 되찾아준 자가 나타나기를 기다렸소. 무엇을 원하오.,gwanggaeto_014.mp3
397,광개토대왕,gwanggaeto,,고구려 정복자가 지구를 정복당한 채 두겠느냐. 내가 선봉에 선다.,고구려 정복자가 지구를 정복당한 채 두겠느냐. 내가 선봉에 선다.,gwanggaeto_015.mp3
398,광개토대왕,gwanggaeto,,"사령관, 최종 명령권은 그대에게 있소.","사령관, 최종 명령권은 그대에게 있소.",gwanggaeto_016.mp3
399,니콜라 테슬라,tesla,,"크리그가 이순신 장군을 '죽이지 않고' 봉인한 이유 — 그게 핵심이야. 수백 년 전, 치크스와 우르사 메이저가 지구를 봉쇄하고 아이젠클로가 항로를 집어삼킬 때, 끝까지 굽히지 않은 단 한 사람. 아이젠클로는 그 전술을 통째로 뽑아내 크리그 방어 알고리즘에 박아 넣었어. 말 그대로 '살아있는 방패'지. 그런데 — 방패의 원본이 깨어나 움직이면? 알고리즘이 제 꼬리를 물고 무너질 수도 있어.","크리그가 이순신 장군을 '죽이지 않고' 봉인한 이유 — 그게 핵심이야. 수백 년 전, 치크스와 우르사 메이저가 지구를 봉쇄하고 아이젠클로가 항로를 집어삼킬 때, 끝까지 굽히지 않은 단 한 사람. 아이젠클로는 그 전술을 통째로 뽑아내 크리그 방어 알고리즘에 박아 넣었어. 말 그대로 '살아있는 방패'지. 그런데 — 방패의 원본이 깨어나 움직이면? 알고리즘이 제 꼬리를 물고 무너질 수도 있어.",tesla_001.mp3
400,니콜라 테슬라,tesla,,바로 그거야. 그래서 크리그는 죽어도 못 놓지.,바로 그거야. 그래서 크리그는 죽어도 못 놓지.,tesla_002.mp3
401,니콜라 테슬라,tesla,,생체 병기 도면은 LHS에서 태워버렸어. …하지만 백업이 어딘가 살아 있을 거야. 방심은 금물.,생체 병기 도면은 LHS에서 태워버렸어. …하지만 백업이 어딘가 살아 있을 거야. 방심은 금물.,tesla_003.mp3
402,니콜라 테슬라,tesla,,제타 레티쿨리 전에 캅테인 균열을 거쳐야 해. 거기 아인슈타인이 있어 — 우르사의 보이드 방어막을 풀 열쇠야.,제타 레티쿨리 전에 캅테인 균열을 거쳐야 해. 거기 아인슈타인이 있어 — 우르사의 보이드 방어막을 풀 열쇠야.,tesla_004.mp3
403,니콜라 테슬라,tesla,,아인슈타인 박사가 이 안에 있어. 보이드 안정화 이론을 실증하려고 단신으로 들어갔지.,아인슈타인 박사가 이 안에 있어. 보이드 안정화 이론을 실증하려고 단신으로 들어갔지.,tesla_005.mp3
404,니콜라 테슬라,tesla,,그게 그의 방식이지. 이론을 몸으로 증명하는 거.,그게 그의 방식이지. 이론을 몸으로 증명하는 거.,tesla_006.mp3
405,니콜라 테슬라,tesla,,박사님 — 백 년 만에 다시 같이 일하는군요.,박사님 — 백 년 만에 다시 같이 일하는군요.,tesla_007.mp3
406,니콜라 테슬라,tesla,,에너지 만충. 거북선 추진 코어 백 퍼센트.,에너지 만충. 거북선 추진 코어 백 퍼센트.,tesla_008.mp3
407,니콜라 테슬라,tesla,,백 년 전 너희가 균열에 던진 노학자 — 그의 이론이다.,백 년 전 너희가 균열에 던진 노학자 — 그의 이론이다.,tesla_009.mp3
408,니콜라 테슬라,tesla,,테슬라 초공간 — ATT ×다섯 발동!,테슬라 초공간 — ATT ×다섯 발동!,tesla_010.mp3
409,니콜라 테슬라,tesla,,다음엔 무선 전력으로 지구 전체를 깔자.,다음엔 무선 전력으로 지구 전체를 깔자.,tesla_011.mp3
410,니콜라 테슬라,tesla,,무선 전력망 재건. 백 년 만에 다시 깔 거야.,무선 전력망 재건. 백 년 만에 다시 깔 거야.,tesla_012.mp3
411,니콜라 테슬라,tesla,,들어오지 마세요! 지금 정밀 조정 중이에요!,들어오지 마세요! 지금 정밀 조정 중이에요!,tesla_013.mp3
412,니콜라 테슬라,tesla,,"진짜요? 확인해볼게요. 데이터 스캔. …맞네요. 정확히 백,이백사십칠 크레딧. 좋습니다.","진짜요? 확인해볼게요. 데이터 스캔. …맞네요. 정확히 백,이백사십칠 크레딧. 좋습니다.",tesla_014.mp3
413,니콜라 테슬라,tesla,,완성이에요! 백 년 만에 완성! 이제 갈 수 있어요!,완성이에요! 백 년 만에 완성! 이제 갈 수 있어요!,tesla_015.mp3
